ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword
A2215,DataAnalyticsCourse,139.0,5360.0,229.38,30.0,7.0,0.046,1896.0,2024-11-19,Hyderabad,Tablet,learn data analytics
A2216,DataAnalyticsCourse,164.0,5380.0,223.15,13.0,5.0,0.047,1661.0,2024-11-23,Hyderabad,Desktop,analytics for data
A2217,Data Analytics Course,149.0,3323.0,197.76,23.0,4.0,0.027,1181.0,2024-11-17,Hydrebad,Mobile,data analitics online
A2218,Data Analytics Course,112.0,3870.0,215.05,26.0,6.0,0.054,1483.0,2024-11-03,Hyderabad,Desktop,learn data analytics
A2219,Data Analytics Course,139.0,4486.0,205.46,28.0,4.0,0.058,1853.0,2024-11-24,Hydrebad,Tablet,online data analytic
A2220,Data Analytics Course,105.0,3384.0,240.41,26.0,8.0,0.057,1399.0,2024-11-03,Hydrebad,Desktop,data analitics online
A2221,DataAnalyticsCourse,83.0,5066.0,236.91,22.0,7.0,0.046,1505.0,2024-11-21,Hyderabad,Desktop,learn data analytics
A2222,Data Analytics Course,127.0,5947.0,209.67,27.0,3.0,0.024,1155.0,2024-11-28,Hyderabad,Desktop,learn data analytics
A2223,Data Analytics Course,133.0,4286.0,216.16,18.0,9.0,0.054,1839.0,2024-11-08,Hyderabad,Desktop,data analitics online
A2224,Data Analytics Course,197.0,5733.0,185.09,14.0,5.0,0.025,1295.0,2024-11-05,Hydrebad,Tablet,data anaytics training
A2225,Data Analytics Course,125.0,5103.0,221.93,30.0,7.0,0.052,1398.0,2024-11-08,Hyderabad,Tablet,analytics for data
A2226,Data Analytics Course,147.0,5228.0,210.94,12.0,9.0,0.046,1784.0,2024-11-28,Hydrebad,Desktop,data anaytics training
A2227,Data Analytics Course,153.0,3666.0,198.4,16.0,4.0,0.026,1820.0,2024-11-20,Hydrebad,Mobile,learn data analytics
A2228,DataAnalyticsCourse,196.0,3440.0,212.98,15.0,5.0,0.026,1539.0,2024-11-26,Hyderabad,Tablet,learn data analytics
A2229,Data Analytics Course,87.0,3031.0,234.25,17.0,7.0,0.08,1167.0,2024-11-05,Hyderabad,Desktop,data analitics online
A2230,DataAnalyticsCourse,151.0,5957.0,188.22,15.0,8.0,0.053,1468.0,2024-11-25,Hyderabad,Tablet,analytics for data
A2231,Data Analytics Course,93.0,4689.0,197.54,15.0,4.0,0.043,1073.0,2024-11-25,Hyderabad,Mobile,data analitics online
A2232,Data Analytics Course,145.0,3085.0,194.96,26.0,5.0,0.033,1673.0,2024-11-24,Hydrebad,Desktop,online data analytic
A2233,Data Analytics Course,128.0,3341.0,185.57,25.0,5.0,0.039,1516.0,2024-11-20,Hyderabad,Tablet,online data analytic
A2234,DataAnalyticsCourse,134.0,5521.0,243.57,15.0,3.0,0.046,1658.0,2024-11-24,Hydrebad,Desktop,online data analytic
A2235,Data Analytics Course,104.0,3696.0,206.54,28.0,7.0,0.053,1985.0,2024-11-11,Hyderabad,Desktop,data anaytics training
A2236,Data Analytics Course,177.0,3765.0,216.48,26.0,10.0,0.056,1507.0,2024-11-20,Hydrebad,Tablet,data analitics online
A2237,DataAnalyticsCourse,94.0,5455.0,249.09,15.0,3.0,0.046,1505.0,2024-11-14,Hyderabad,Mobile,analytics for data
A2238,Data Analytics Course,198.0,5260.0,205.53,13.0,10.0,0.051,1766.0,2024-11-12,Hydrebad,Desktop,analytics for data
A2239,Data Analytics Course,140.0,4404.0,186.01,23.0,6.0,0.059,1625.0,2024-11-09,Hyderabad,Tablet,analytics for data
A2240,Data Analytics Course,137.0,5445.0,237.51,20.0,5.0,0.046,1904.0,2024-11-25,Hyderabad,Tablet,learn data analytics
A2241,Data Analytics Course,153.0,3068.0,215.57,25.0,8.0,0.052,1165.0,2024-11-19,Hyderabad,Tablet,analytics for data
A2242,Data Analytics Course,177.0,4518.5,240.09,26.0,10.0,0.046,1505.0,2024-11-08,Hyderabad,Mobile,data anaytics training
A2243,DataAnalyticsCourse,100.0,4042.0,215.57,13.0,6.0,0.046,1678.0,2024-11-18,Hyderabad,Desktop,analytics for data
A2244,Data Analytics Course,160.0,5645.0,195.42,25.0,6.0,0.031,1600.0,2024-11-16,Hyderabad,Tablet,data analitics online
A2245,Data Analytics Course,194.0,3751.0,244.34,23.0,5.0,0.026,1505.0,2024-11-02,Hydrebad,Mobile,data analitics online
A2246,Data Analytics Course,128.0,5010.0,202.34,26.0,7.0,0.055,1505.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A2247,Data Analytics Course,80.0,4506.0,236.47,11.0,5.0,0.046,1953.0,2024-11-20,Hyderabad,Desktop,data analytics course
A2248,DataAnalyticsCourse,81.0,5843.0,209.54,10.0,9.0,0.046,1979.0,2024-11-09,Hyderabad,Tablet,data anaytics training
A2249,Data Analytics Course,102.0,5369.0,198.39,29.0,4.0,0.039,1659.0,2024-11-19,Hyderabad,Tablet,data analytics course
A2250,Data Analytics Course,197.0,4047.0,202.72,15.0,3.0,0.015,1345.0,2024-11-05,Hydrebad,Mobile,data analitics online
A2251,Data Analytics Course,84.0,4463.0,198.44,17.0,3.0,0.036,1110.0,2024-11-02,Hyderabad,Mobile,analytics for data
A2252,Data Analytics Course,119.0,4610.0,222.7,18.0,3.0,0.025,1473.0,2024-11-18,Hyderabad,Desktop,data analitics online
A2253,DataAnalyticsCourse,96.0,5957.0,225.59,27.0,10.0,0.104,1062.0,2024-11-21,Hyderabad,Mobile,data analitics online
A2254,Data Analytics Course,144.0,5704.0,196.67,29.0,6.0,0.042,1573.0,2024-11-29,Hyderabad,Mobile,analytics for data
A2255,Data Analytics Course,148.0,5335.0,223.36,21.0,9.0,0.061,1251.0,2024-11-20,Hyderabad,Tablet,data analitics online
A2256,Data Analytics Course,151.0,4901.0,224.29,27.0,7.0,0.046,1425.0,2024-11-05,Hyderabad,Mobile,data anaytics training
A2257,Data Analytics Course,175.0,5392.0,187.74,17.0,9.0,0.046,1015.0,2024-11-21,Hydrebad,Tablet,data analitics online
A2258,Data Analytics Course,189.0,3461.0,224.72,20.0,7.0,0.046,1390.0,2024-11-21,Hyderabad,Desktop,data anaytics training
A2259,Data Analytics Course,157.0,5451.0,183.89,12.0,10.0,0.064,1180.0,2024-11-29,Hyderabad,Desktop,data analytics course
A2260,DataAnalyticsCourse,126.0,4518.5,201.56,27.0,10.0,0.079,1122.0,2024-11-21,Hyderabad,Desktop,analytics for data
A2261,Data Analytics Course,85.0,3770.0,204.04,30.0,7.0,0.046,1238.0,2024-11-14,Hyderabad,Mobile,learn data analytics
A2262,Data Analytics Course,89.0,3573.0,193.53,20.0,10.0,0.112,1926.0,2024-11-15,Hyderabad,Desktop,learn data analytics
A2263,DataAnalyticsCourse,152.0,4092.0,196.66,10.0,5.0,0.046,1396.0,2024-11-11,Hyderabad,Desktop,analytics for data
A2264,Data Analytics Course,126.0,3999.0,181.58,22.0,9.0,0.071,1145.0,2024-11-27,Hyderabad,Mobile,online data analytic
A2265,Data Analytics Course,153.0,3354.0,243.13,24.0,6.0,0.039,1536.0,2024-11-10,Hyderabad,Mobile,data analytics course
A2266,DataAnalyticsCourse,98.0,4801.0,186.52,10.0,3.0,0.031,1121.0,2024-11-07,Hyderabad,Desktop,learn data analytics
A2267,Data Analytics Course,145.0,4799.0,194.74,17.0,6.0,0.046,1381.0,2024-11-07,Hyderabad,Desktop,analytics for data
A2268,Data Analytics Course,179.0,3753.0,220.87,23.0,6.0,0.046,1966.0,2024-11-14,Hydrebad,Tablet,data analytics course
A2269,Data Analytics Course,108.0,4698.0,187.19,19.0,10.0,0.046,1118.0,2024-11-15,Hyderabad,Mobile,data analitics online
A2270,Data Analytics Course,191.0,3522.0,216.65,25.0,5.0,0.026,1835.0,2024-11-24,Hyderabad,Tablet,data anaytics training
A2271,Data Analytics Course,183.0,3363.0,212.08,10.0,9.0,0.049,1511.0,2024-11-07,Hyderabad,Tablet,data analitics online
A2272,Data Analytics Course,175.0,5924.0,223.3,14.0,3.0,0.017,1505.0,2024-11-04,Hydrebad,Mobile,analytics for data
A2273,DataAnalyticsCourse,97.0,3558.0,195.5,13.0,3.0,0.058,1544.0,2024-11-11,Hyderabad,Desktop,data analytics course
A2274,Data Analytics Course,159.0,4208.0,236.75,13.0,8.0,0.05,1849.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A2275,DataAnalyticsCourse,125.0,3607.0,224.45,22.0,9.0,0.072,1392.0,2024-11-02,Hydrebad,Tablet,analytics for data
A2276,Data Analytics Course,193.0,4518.5,199.27,13.0,9.0,0.046,1612.0,2024-11-08,Hydrebad,Mobile,data analitics online
A2277,Data Analytics Course,110.0,5220.0,233.06,16.0,4.0,0.036,1711.0,2024-11-15,Hydrebad,Mobile,data anaytics training
A2278,DataAnalyticsCourse,83.0,5247.0,231.04,27.0,3.0,0.054,1636.0,2024-11-04,Hyderabad,Desktop,data analitics online
A2279,Data Analytics Course,166.0,5522.0,218.34,13.0,3.0,0.018,1235.0,2024-11-22,Hyderabad,Desktop,online data analytic
A2280,DataAnalyticsCourse,108.0,3682.0,214.43,20.0,3.0,0.028,1553.0,2024-11-27,Hydrebad,Desktop,learn data analytics
A2281,Data Analytics Course,84.0,4549.0,191.96,15.0,7.0,0.046,1303.0,2024-11-13,Hyderabad,Desktop,data analytics course
A2282,DataAnalyticsCourse,117.0,5170.0,215.57,16.0,10.0,0.085,1505.0,2024-11-20,Hyderabad,Tablet,data analitics online
A2283,DataAnalyticsCourse,195.0,3122.0,205.3,24.0,4.0,0.043,1326.0,2024-11-14,Hydrebad,Mobile,data anaytics training
A2284,Data Analytics Course,149.0,3650.0,220.25,17.0,3.0,0.02,1505.0,2024-11-29,Hyderabad,Mobile,data analitics online
A2285,Data Analytics Course,142.0,5436.0,237.09,14.0,7.0,0.046,1269.0,2024-11-20,Hydrebad,Tablet,online data analytic
A2286,Data Analytics Course,98.0,5485.0,182.29,16.0,5.0,0.051,1518.0,2024-11-19,Hyderabad,Desktop,learn data analytics
A2287,Data Analytics Course,169.0,3778.0,215.57,11.0,3.0,0.018,1721.0,2024-11-14,Hydrebad,Desktop,data anaytics training
A2288,Data Analytics Course,99.0,3051.0,215.57,18.0,6.0,0.053,1762.0,2024-11-29,Hyderabad,Mobile,online data analytic
A2289,Data Analytics Course,170.0,5286.0,190.65,22.0,7.0,0.041,1110.0,2024-11-09,Hyderabad,Desktop,data analitics online
A2290,Data Analytics Course,139.0,3533.0,248.96,22.0,4.0,0.046,1606.0,2024-11-05,Hyderabad,Mobile,data anaytics training
A2291,DataAnalyticsCourse,156.0,5125.0,182.15,26.0,10.0,0.064,1658.0,2024-11-16,Hyderabad,Mobile,data analytics course
A2292,DataAnalyticsCourse,91.0,4500.0,241.81,20.0,3.0,0.033,1902.0,2024-11-22,Hyderabad,Mobile,data analitics online
A2293,Data Analytics Course,140.0,4633.0,228.65,15.0,4.0,0.049,1738.0,2024-11-20,Hyderabad,Mobile,data analitics online
A2294,Data Analytics Course,142.0,3155.0,229.01,20.0,10.0,0.053,1955.0,2024-11-01,Hyderabad,Mobile,learn data analytics
A2295,Data Analytics Course,198.0,3444.0,195.91,27.0,4.0,0.056,1317.0,2024-11-10,Hyderabad,Desktop,data analitics online
A2296,Data Analytics Course,88.0,4253.0,210.5,23.0,8.0,0.051,1918.0,2024-11-11,Hydrebad,Tablet,data analitics online
A2297,Data Analytics Course,130.0,4925.0,201.1,26.0,5.0,0.046,1301.0,2024-11-15,Hyderabad,Tablet,analytics for data
A2298,DataAnalyticsCourse,186.0,3576.0,213.96,26.0,4.0,0.022,1689.0,2024-11-02,Hyderabad,Tablet,learn data analytics
A2299,DataAnalyticsCourse,146.0,5831.0,203.07,19.0,5.0,0.055,1216.0,2024-11-28,Hyderabad,Mobile,analytics for data
A2300,Data Analytics Course,199.0,5147.0,203.08,27.0,10.0,0.05,1126.0,2024-11-30,Hyderabad,Tablet,data analytics course
A2301,Data Analytics Course,94.0,4242.0,208.78,14.0,5.0,0.053,1122.0,2024-11-17,Hyderabad,Tablet,learn data analytics
A2302,Data Analytics Course,119.0,5530.0,205.75,25.0,9.0,0.046,1725.0,2024-11-14,Hyderabad,Mobile,analytics for data
A2303,Data Analytics Course,168.0,4614.0,241.24,28.0,9.0,0.046,1307.0,2024-11-01,Hyderabad,Mobile,online data analytic
A2304,DataAnalyticsCourse,117.0,5016.0,249.38,10.0,9.0,0.077,1832.0,2024-11-02,Hydrebad,Tablet,learn data analytics
A2305,Data Analytics Course,156.0,5072.0,249.37,18.0,3.0,0.058,1701.0,2024-11-12,Hyderabad,Mobile,learn data analytics
A2306,Data Analytics Course,151.0,4805.0,241.95,22.0,3.0,0.056,1571.0,2024-11-03,Hyderabad,Tablet,online data analytic
A2307,Data Analytics Course,133.0,4474.0,198.99,10.0,7.0,0.046,1394.0,2024-11-03,Hydrebad,Mobile,online data analytic
A2308,Data Analytics Course,105.0,5151.0,188.18,14.0,9.0,0.032,1595.0,2024-11-03,Hyderabad,Tablet,online data analytic
A2309,Data Analytics Course,98.0,4515.0,219.39,12.0,7.0,0.046,1805.0,2024-11-07,Hydrebad,Desktop,learn data analytics
A2310,Data Analytics Course,93.0,4269.0,247.76,21.0,8.0,0.086,1543.0,2024-11-19,Hyderabad,Tablet,learn data analytics
A2311,Data Analytics Course,165.0,3759.0,231.62,23.0,7.0,0.046,1052.0,2024-11-28,Hyderabad,Mobile,analytics for data
A2312,Data Analytics Course,156.0,4476.0,186.68,17.0,10.0,0.033,1372.0,2024-11-13,Hydrebad,Tablet,analytics for data
A2313,DataAnalyticsCourse,166.0,5749.0,236.52,11.0,5.0,0.036,1780.0,2024-11-15,Hyderabad,Desktop,analytics for data
A2314,Data Analytics Course,134.0,5166.0,191.92,10.0,3.0,0.037,1526.0,2024-11-04,Hydrebad,Mobile,learn data analytics
A2315,Data Analytics Course,103.0,3687.0,194.73,27.0,4.0,0.046,1347.0,2024-11-15,Hyderabad,Tablet,learn data analytics
A2316,Data Analytics Course,95.0,4939.0,219.43,26.0,3.0,0.032,1785.0,2024-11-07,Hyderabad,Mobile,data anaytics training
A2317,Data Analytics Course,155.0,3180.0,229.63,15.0,8.0,0.052,1832.0,2024-11-15,Hyderabad,Desktop,data analytics course
A2318,Data Analytics Course,184.0,3981.0,193.25,16.0,3.0,0.035,1359.0,2024-11-30,Hyderabad,Tablet,learn data analytics
A2319,DataAnalyticsCourse,186.0,3392.0,218.16,29.0,7.0,0.038,1012.0,2024-11-08,Hyderabad,Desktop,analytics for data
A2320,Data Analytics Course,93.0,3160.0,220.75,30.0,8.0,0.086,1472.0,2024-11-08,Hyderabad,Desktop,data analitics online
A2321,Data Analytics Course,138.0,4699.0,202.54,26.0,9.0,0.065,1133.0,2024-11-25,Hyderabad,Tablet,online data analytic
A2322,Data Analytics Course,96.0,3730.0,217.61,16.0,4.0,0.042,1283.0,2024-11-07,Hyderabad,Desktop,analytics for data
A2323,DataAnalyticsCourse,127.0,5221.0,226.67,17.0,3.0,0.046,1384.0,2024-11-03,Hydrebad,Tablet,data anaytics training
A2324,Data Analytics Course,92.0,3299.0,188.58,11.0,9.0,0.098,1678.0,2024-11-27,Hyderabad,Desktop,data analitics online
A2325,Data Analytics Course,156.0,5634.0,247.45,16.0,5.0,0.032,1925.0,2024-11-08,Hydrebad,Tablet,data analytics course
A2326,Data Analytics Course,113.0,5991.0,211.28,16.0,3.0,0.027,1499.0,2024-11-16,Hydrebad,Tablet,learn data analytics
A2327,Data Analytics Course,84.0,3917.0,233.19,13.0,10.0,0.049,1505.0,2024-11-11,Hyderabad,Desktop,data analytics course
A2328,Data Analytics Course,189.0,5335.0,181.46,27.0,9.0,0.048,1734.0,2024-11-08,Hyderabad,Mobile,online data analytic
A2329,Data Analytics Course,149.0,4550.0,219.44,11.0,9.0,0.06,1659.0,2024-11-16,Hyderabad,Tablet,online data analytic
A2330,Data Analytics Course,100.0,5805.0,181.27,15.0,4.0,0.04,1195.0,2024-11-04,Hyderabad,Desktop,learn data analytics
A2331,Data Analytics Course,105.0,5156.0,201.01,25.0,10.0,0.046,1472.0,2024-11-11,Hydrebad,Desktop,analytics for data
A2332,Data Analytics Course,86.0,5060.0,249.4,15.0,4.0,0.047,1761.0,2024-11-15,Hyderabad,Tablet,data analitics online
A2333,Data Analytics Course,93.0,5178.0,245.13,14.0,5.0,0.054,1080.0,2024-11-08,Hydrebad,Mobile,data analitics online
A2334,Data Analytics Course,180.0,3076.0,227.91,12.0,10.0,0.056,1505.0,2024-11-05,Hydrebad,Desktop,online data analytic
A2335,Data Analytics Course,156.0,3218.0,235.69,28.0,6.0,0.038,1289.0,2024-11-16,Hyderabad,Tablet,data analitics online
A2336,Data Analytics Course,124.0,4682.0,207.53,20.0,3.0,0.033,1550.0,2024-11-03,Hydrebad,Tablet,online data analytic
A2337,DataAnalyticsCourse,177.0,3592.0,205.25,29.0,9.0,0.051,1271.0,2024-11-15,Hyderabad,Desktop,data anaytics training
A2338,Data Analytics Course,156.0,3506.0,242.9,13.0,7.0,0.046,1208.0,2024-11-01,Hyderabad,Desktop,analytics for data
A2339,Data Analytics Course,132.0,3562.0,238.34,23.0,4.0,0.03,1033.0,2024-11-29,Hyderabad,Tablet,data analytics course
A2340,Data Analytics Course,178.0,4518.5,203.6,12.0,3.0,0.017,1155.0,2024-11-02,Hyderabad,Tablet,analytics for data
A2341,Data Analytics Course,153.0,3953.0,237.56,20.0,6.0,0.053,1388.0,2024-11-26,Hyderabad,Tablet,learn data analytics
A2342,Data Analytics Course,187.0,4891.0,223.99,14.0,8.0,0.043,1014.0,2024-11-26,Hydrebad,Mobile,online data analytic
A2343,Data Analytics Course,155.0,4976.0,183.21,10.0,5.0,0.053,1554.0,2024-11-13,Hyderabad,Tablet,online data analytic
A2344,Data Analytics Course,90.0,5781.0,200.71,28.0,5.0,0.046,1505.0,2024-11-07,Hydrebad,Mobile,data analitics online
A2345,Data Analytics Course,172.0,3001.0,210.62,14.0,4.0,0.023,1192.0,2024-11-25,Hyderabad,Tablet,data analitics online
A2346,Data Analytics Course,92.0,5728.0,224.5,14.0,9.0,0.098,1876.0,2024-11-26,Hyderabad,Tablet,online data analytic
A2347,Data Analytics Course,162.0,5103.0,188.15,13.0,9.0,0.056,1264.0,2024-11-28,Hyderabad,Mobile,analytics for data
A2348,Data Analytics Course,193.0,3131.0,198.1,22.0,5.0,0.035,1870.0,2024-11-19,Hydrebad,Tablet,data analytics course
A2349,Data Analytics Course,139.0,3547.0,238.34,13.0,5.0,0.046,1130.0,2024-11-02,Hyderabad,Desktop,data analitics online
A2350,Data Analytics Course,185.0,4070.0,200.95,21.0,5.0,0.027,1503.0,2024-11-07,Hyderabad,Mobile,online data analytic
A2351,Data Analytics Course,117.0,3350.0,243.68,23.0,5.0,0.056,1204.0,2024-11-14,Hyderabad,Desktop,analytics for data
A2352,DataAnalyticsCourse,123.0,4976.0,244.49,14.0,4.0,0.033,1579.0,2024-11-02,Hyderabad,Desktop,analytics for data
A2353,DataAnalyticsCourse,181.0,5612.0,203.66,17.0,3.0,0.017,1505.0,2024-11-07,Hyderabad,Tablet,data anaytics training
A2354,Data Analytics Course,118.0,4390.0,214.04,24.0,8.0,0.068,1071.0,2024-11-18,Hyderabad,Tablet,analytics for data
A2355,Data Analytics Course,82.0,3698.0,229.12,30.0,9.0,0.11,1246.0,2024-11-20,Hyderabad,Mobile,learn data analytics
A2356,Data Analytics Course,175.0,4295.0,195.17,18.0,6.0,0.046,1939.0,2024-11-27,Hyderabad,Tablet,data analitics online
A2357,Data Analytics Course,130.0,3332.0,202.06,14.0,5.0,0.038,1184.0,2024-11-14,Hyderabad,Desktop,online data analytic
A2358,Data Analytics Course,92.0,4082.0,186.29,25.0,5.0,0.054,1046.0,2024-11-24,Hyderabad,Tablet,online data analytic
A2359,Data Analytics Course,159.0,4464.0,204.86,27.0,3.0,0.046,1963.0,2024-11-20,Hyderabad,Tablet,analytics for data
A2360,DataAnalyticsCourse,193.0,5263.0,240.5,18.0,6.0,0.054,1670.0,2024-11-21,Hyderabad,Tablet,online data analytic
A2361,Data Analytics Course,98.0,4371.0,246.23,25.0,7.0,0.071,1114.0,2024-11-14,Hyderabad,Tablet,analytics for data
A2362,Data Analytics Course,176.0,3657.0,209.44,19.0,3.0,0.017,1171.0,2024-11-07,Hydrebad,Desktop,online data analytic
A2363,Data Analytics Course,182.0,5833.0,243.72,20.0,5.0,0.027,1206.0,2024-11-14,Hydrebad,Desktop,data analytics course
A2364,Data Analytics Course,85.0,3077.0,200.16,11.0,10.0,0.118,1876.0,2024-11-23,Hyderabad,Mobile,analytics for data
A2365,Data Analytics Course,98.0,3646.0,239.05,14.0,6.0,0.034,1586.0,2024-11-14,Hydrebad,Desktop,data analytics course
A2366,Data Analytics Course,160.0,3139.0,230.55,28.0,5.0,0.031,1449.0,2024-11-15,Hyderabad,Desktop,analytics for data
A2367,Data Analytics Course,179.0,4005.0,232.47,16.0,10.0,0.056,1553.0,2024-11-24,Hyderabad,Desktop,analytics for data
A2368,Data Analytics Course,139.0,4315.0,196.3,24.0,5.0,0.046,1364.0,2024-11-26,Hyderabad,Mobile,data analytics course
A2369,DataAnalyticsCourse,195.0,3876.0,187.59,28.0,3.0,0.046,1828.0,2024-11-21,Hyderabad,Mobile,data analytics course
A2370,DataAnalyticsCourse,197.0,3174.0,215.57,22.0,7.0,0.036,1527.0,2024-11-14,Hyderabad,Tablet,data analitics online
A2371,Data Analytics Course,92.0,5550.0,226.38,28.0,8.0,0.087,1322.0,2024-11-21,Hyderabad,Tablet,learn data analytics
A2372,DataAnalyticsCourse,90.0,3526.0,211.39,10.0,3.0,0.037,1395.0,2024-11-20,Hyderabad,Desktop,online data analytic
A2373,Data Analytics Course,149.0,3192.0,215.57,20.0,4.0,0.038,1708.0,2024-11-14,Hyderabad,Tablet,online data analytic
A2374,DataAnalyticsCourse,82.0,4132.0,247.13,11.0,6.0,0.073,1091.0,2024-11-12,Hyderabad,Tablet,data anaytics training
A2375,Data Analytics Course,151.0,5826.0,226.53,16.0,8.0,0.053,1511.0,2024-11-25,Hyderabad,Desktop,learn data analytics
A2376,Data Analytics Course,162.0,5997.0,240.29,20.0,5.0,0.035,1144.0,2024-11-24,Hydrebad,Mobile,data analitics online
A2377,Data Analytics Course,197.0,4541.0,243.81,19.0,9.0,0.057,1701.0,2024-11-11,Hyderabad,Desktop,data anaytics training
A2378,Data Analytics Course,133.0,4642.0,184.52,22.0,4.0,0.032,1074.0,2024-11-14,Hyderabad,Desktop,online data analytic
A2379,Data Analytics Course,194.0,5509.0,235.45,18.0,5.0,0.046,1025.0,2024-11-12,Hyderabad,Tablet,online data analytic
A2380,Data Analytics Course,169.0,3647.0,194.12,12.0,6.0,0.036,1697.0,2024-11-22,Hydrebad,Desktop,learn data analytics
A2381,DataAnalyticsCourse,149.0,5209.0,183.91,18.0,10.0,0.046,1799.0,2024-11-29,Hyderabad,Desktop,learn data analytics
A2382,Data Analytics Course,124.0,5980.0,200.65,25.0,4.0,0.032,1768.0,2024-11-04,Hydrebad,Desktop,learn data analytics
A2383,DataAnalyticsCourse,170.0,5443.0,235.99,23.0,5.0,0.046,1314.0,2024-11-21,Hyderabad,Mobile,analytics for data
A2384,DataAnalyticsCourse,127.0,5326.0,226.11,18.0,10.0,0.04,1040.0,2024-11-21,Hyderabad,Mobile,online data analytic
A2385,Data Analytics Course,114.0,5565.0,210.04,16.0,4.0,0.035,1800.0,2024-11-07,Hydrebad,Desktop,data anaytics training
A2386,Data Analytics Course,154.0,3312.0,203.23,16.0,5.0,0.042,1977.0,2024-11-04,Hyderabad,Desktop,data anaytics training
A2387,Data Analytics Course,139.0,4369.0,225.53,28.0,4.0,0.046,1241.0,2024-11-23,Hyderabad,Tablet,data analitics online
A2388,Data Analytics Course,126.0,3570.0,214.78,28.0,9.0,0.071,1078.0,2024-11-12,Hyderabad,Tablet,data anaytics training
A2389,Data Analytics Course,139.0,3883.0,225.89,23.0,5.0,0.046,1183.0,2024-11-21,Hydrebad,Mobile,online data analytic
A2390,Data Analytics Course,125.0,5736.0,197.28,30.0,5.0,0.04,1265.0,2024-11-18,Hyderabad,Mobile,analytics for data
A2391,Data Analytics Course,197.0,5921.0,214.97,18.0,6.0,0.03,1975.0,2024-11-14,Hyderabad,Desktop,learn data analytics
A2392,Data Analytics Course,98.0,3687.0,206.7,12.0,10.0,0.046,1640.0,2024-11-07,Hyderabad,Mobile,online data analytic
A2393,Data Analytics Course,164.0,5334.0,203.91,18.0,6.0,0.057,1128.0,2024-11-18,Hyderabad,Desktop,data analytics course
A2394,Data Analytics Course,111.0,4647.0,247.0,15.0,4.0,0.046,1601.0,2024-11-29,Hyderabad,Desktop,learn data analytics
A2395,Data Analytics Course,191.0,3485.0,212.43,10.0,7.0,0.046,1813.0,2024-11-28,Hydrebad,Mobile,analytics for data
A2396,Data Analytics Course,149.0,5720.0,211.54,14.0,5.0,0.034,1612.0,2024-11-29,Hyderabad,Desktop,data analytics course
A2397,Data Analytics Course,183.0,3540.0,222.14,15.0,3.0,0.016,1248.0,2024-11-11,Hyderabad,Mobile,learn data analytics
A2398,Data Analytics Course,198.0,4035.0,215.94,22.0,8.0,0.046,1505.0,2024-11-10,Hydrebad,Mobile,learn data analytics
A2399,Data Analytics Course,170.0,3024.0,234.76,11.0,10.0,0.046,1941.0,2024-11-06,Hyderabad,Mobile,learn data analytics
A2400,Data Analytics Course,174.0,4334.0,186.29,12.0,4.0,0.023,1457.0,2024-11-22,Hydrebad,Mobile,analytics for data
A2401,Data Analytics Course,91.0,4038.0,197.15,23.0,6.0,0.066,1000.0,2024-11-29,Hyderabad,Mobile,data analitics online
A2402,Data Analytics Course,197.0,4347.0,215.2,20.0,6.0,0.046,1204.0,2024-11-26,Hyderabad,Desktop,online data analytic
A2403,Data Analytics Course,139.0,5803.0,203.03,16.0,8.0,0.034,1397.0,2024-11-30,Hyderabad,Mobile,analytics for data
A2404,Data Analytics Course,152.0,4182.0,233.45,19.0,5.0,0.033,1719.0,2024-11-13,Hyderabad,Mobile,data analytics course
A2405,Data Analytics Course,189.0,4809.0,225.32,27.0,10.0,0.053,1324.0,2024-11-18,Hyderabad,Mobile,analytics for data
A2406,DataAnalyticsCourse,139.0,5640.0,210.51,13.0,8.0,0.046,1536.0,2024-11-11,Hyderabad,Desktop,data analytics course
A2407,Data Analytics Course,159.0,3401.0,222.71,18.0,3.0,0.019,1849.0,2024-11-05,Hyderabad,Desktop,data analitics online
A2408,Data Analytics Course,175.0,5561.0,231.96,20.0,8.0,0.057,1174.0,2024-11-14,Hyderabad,Mobile,data analytics course
A2409,DataAnalyticsCourse,175.0,5720.0,243.8,17.0,6.0,0.046,1505.0,2024-11-26,Hyderabad,Desktop,data analitics online
A2410,Data Analytics Course,82.0,4898.0,215.11,25.0,8.0,0.098,1776.0,2024-11-09,Hyderabad,Tablet,analytics for data
A2411,Data Analytics Course,146.0,5871.0,218.69,30.0,4.0,0.046,1505.0,2024-11-22,Hyderabad,Desktop,learn data analytics
A2412,Data Analytics Course,85.0,5954.0,201.88,18.0,6.0,0.071,1526.0,2024-11-27,Hyderabad,Tablet,analytics for data
A2413,Data Analytics Course,128.0,3487.0,236.19,25.0,6.0,0.047,1961.0,2024-11-02,Hyderabad,Tablet,data analytics course
A2414,Data Analytics Course,153.0,3808.0,189.61,19.0,8.0,0.052,1246.0,2024-11-02,Hyderabad,Tablet,data analytics course
A2415,Data Analytics Course,192.0,5720.0,243.11,30.0,9.0,0.046,1555.0,2024-11-02,Hydrebad,Mobile,online data analytic
A2416,Data Analytics Course,148.0,4721.0,189.48,26.0,8.0,0.054,1176.0,2024-11-01,Hyderabad,Mobile,online data analytic
